id,url,title,company,salary,location,work_time,contract_type,scraped_at,description
sprzatanie-magazynu-dla-pana-orzeczenie-9-16-slowackiego-CID4-ID17Iovx,https://www.olx.pl/oferta/praca/sprzatanie-magazynu-dla-pana-orzeczenie-9-16-slowackiego-CID4-ID17Iovx.html,"Sprzątanie magazynu dla Pana, orzeczenie 9-16 (Słowackiego)",,"30,50 zł / godz. brutto","Gdańsk, Matarnia",Pełny etat,"Umowa o pracę, Umowa zlecenie",2025-10-11 22:47:42,"Firma Ever Grupa zatrudni dokładnego Pana do prac porządkowych. Miejsce pracy: Gdańsk Matarnia, ul. Słowackiego 202b (przy lotnisku) Pan - Sprzątanie w magazynie logistycznym, czasami kilka biur. Godziny pracy: 9:00 – 16:00 od poniedziałku do piątku Regularna, stabilna, długoterminowa współpraca Umowa zlecenie, umowa o pracę - 30,50zł brutto za godz. Punktualność, zaangażowanie, odpowiedzialność Praca z orzeczeniem o niepełnosprawności - możliwość dofinansowania ZFRON Zapraszamy do kontaktu osoby gotowe do pracy: Kontakt do biura: 66*******46 Napisz SMS o treści: Słowackiego Zgłoś się przez OLX"
sklep-zabka-ul-bronowska-4-praga-poludnie-wawer-zerzen-CID4-ID11wOXZ,https://www.olx.pl/oferta/praca/sklep-zabka-ul-bronowska-4-praga-poludnie-wawer-zerzen-CID4-ID11wOXZ.html,"SKLEP ŻABKA UL. Bronowska 4, Praga Południe - Wawer (ŻERZEŃ)",,4 300 - 5 000 zł / mies. brutto,"Warszawa, Praga-Południe",Pełny etat,Umowa zlecenie,2025-10-11 22:47:42,"Obowiązki: Obsługa kasy fiskalnej i terminala płatniczego. Profesjonalna obsługa klienta zgodnie ze standardami firmy. Dbanie o czystość i porządek w miejscu pracy. Wykładanie towaru i dbanie o właściwą ekspozycję produktów. Przyjmowanie dostaw towarów. Kontrola terminów przydatności produktów do spożycia. Praca w systemie zmianowym. Utrzymywanie estetycznego wyglądu sklepu. Obsługa klienta i pomoc w wyborze produktów. Przestrzeganie standardów jakości i czystości w sklepie. Wymagania: Książeczka sanepidowska lub gotowość do jej wyrobienia. Zaangażowanie i chęć do pracy. Komunikatywność i łatwość nawiązywania kontaktów. Punktualność i rzetelność. Umiejętność pracy w zespole. Dyspozycyjność do pracy w różnych godzinach, w tym w weekendy. Mile widziane doświadczenie w pracy na podobnym stanowisku. Podstawowa znajomość obsługi komputera. Kultura osobista i wysoka kultura obsługi klienta. Niekaralność i uczciwość."
operator-tokarki-cnc-CID4-ID17KSYZ,https://www.olx.pl/oferta/praca/operator-tokarki-cnc-CID4-ID17KSYZ.html,Operator tokarki CNC,,5 000 - 8 000 zł / mies. brutto,Koluszki,Pełny etat,Umowa o pracę,2025-10-11 22:47:42,"Firma CMPLAST sp. z o.o. z uwagi na ciągły rozwój oraz pozyskiwanie nowych rynków zagranicznych poszukuje pracowników na stanowisko: OPERATOR TOKARKI CNC Miejsce pracy: Długie, gm. Koluszki Opis stanowiska: obsługa tokarek CNC Programowanie procesu produkcji według rysunku technicznego Pobieranie materiału z magazynu oraz mocowanie go w obrabiarce Ustawianie parametrów i nadzorowanie pracy obrabiarek Stanowiskowa kontrola jakościowa detali Dbanie o prawidłowy stan techniczny maszyn oraz porządek w miejscu pracy podstawowa konserwacja i utrzymanie maszyny w dobrym stanie Wymagania: -doświadczenie w pracy na podobnym stanowisku - bardzo dobra znajomość rysunku technicznego i narzędzi pomiarowych Oferujemy: stabilne zatrudnienie na podstawie umowy o pracę, wsparcie zespołu atrakcyjne wynagrodzenie podstawowe oraz system motywacyjny, możliwość rozwoju zawodowego, perspektywę wieloletniej współpracy, możliwość skorzystania z ubezpieczenia grupowego."
fdl-zatrudni-technika-dentystycznego-cad-cam-CID4-ID17Lgpu,https://www.olx.pl/oferta/praca/fdl-zatrudni-technika-dentystycznego-cad-cam-CID4-ID17Lgpu.html,FDL zatrudni technika dentystycznego Cad-Cam,,,"Warszawa, Włochy",Pełny etat,"Umowa o pracę, Samozatrudnienie, Umowa zlecenie",2025-10-11 22:47:43,"FaceDentLab w Warszawie zatrudni na stanowisko Technika Dentystycznego Cad-Cam. Nasze oczekiwania wobec Ciebie: wykształcenie minimum średnie, posiadanie tytułu zawodowego technika dentystycznego, posiadanie doświadczenia w projektowaniu prac w programach EXOCAD lub 3SHAPE​, posiadanie doświadczenia w projektowaniu w cad-cam znajomość współczesnych materiałów stosowanych w protetyce, posiadanie doświadczenia w obsłudze urządzeń w pracowni protetycznej umiejętność samodzielnego wykonywania szablonów chirurgicznych dobra organizacja pracy. punktualność, sumienność i rzetelność Zadania: projektowanie koron, mostów, wax up, inlayów, onleyów, prac opartych na implantach,​ bezpośrednia praca z Pacjentem lub koordynatorem kontrahentów udział przy tworzeniu planu leczenia z zespołem lekarzy i opiekunem pacjenta"
pracownik-produkcji-bezplatny-transport-CID4-IDL1zDB,https://www.olx.pl/oferta/praca/pracownik-produkcji-bezplatny-transport-CID4-IDL1zDB.html,Pracownik Produkcji + bezpłatny transport,,31 zł / godz. brutto,Września,Pełny etat,Umowa o pracę,2025-10-11 22:47:42,"Kim jesteśmy? PF Logo Express to dynamicznie rozwijająca się firma produkcyjna zajmująca się dekorowaniem szerokiej gamy produktów promocyjnych. Nasza siedziba znajduje się w nowoczesnym parku logistyczno-produkcyjnym w Robakowie k. Gądek. Wyjątkowa atmosfera pracy oparta na wzajemnym szacunku i wsparciu, a także nastawienie na ciągły rozwój i doskonalenie to wartości, na które stawiamy w naszym zespole. Jeśli chcesz do niego dołączyć, szukasz pewnej i stabilnej pracy oraz nowych wyzwań aplikuj na stanowisko: Pracownik Produkcji Miejsce pracy: Robakowo k. Gądek Chcemy Ci zaoferować: zatrudnienie w oparciu o umowę o pracę 31 zł brutto/h plus nagrodę uznaniową atmosferę pracy zespołowej opartej na wzajemnym szacunku i wsparciu możliwość rozwoju zawodowego i awansu wewnętrznego na inne stanowiska dofinansowanie do dojazdów do pracy lub bezpłatny transport pracowniczy ze Śremu, Środy Wielkopolskiej, Poznania, Gniezna, Wrześni i Kościana. kartę Multisport oraz opiekę medyczną Medicover szkolenie z obsługi maszyn produkcyjnych Do Twoich obowiązków należeć będzie: rozpakowywanie i pakowanie produktów do produkcji i wysyłki obsługa maszyn drukujących segregacja towaru czynności z zakresu kontroli produkcji Od Ciebie oczekujemy: uczciwości, sumienności, punktualności i chęci do pracy zdolności manualnych i spostrzegawczości gotowości do pracy w systemie trzyzmianowym 6.00-14:00; 14.00-22.00; 22.00-6.00 umiejętności pracy w zespole dyspozycyjności do pracy od poniedziałku do piątku z możliwością pracy w godzinach nadliczbowych Zapraszamy do obejrzenia filmu o naszej firmie: bitly.com/o-pfle-5 Jeśli zainteresowała Cię ta oferta, wyślij swoje CV poprzez przycisk „Aplikuj”"
zatrudnimy-mezczyzn-oraz-kobiety-do-pracy-na-produkcji-CID4-ID12k2i4,https://www.olx.pl/oferta/praca/zatrudnimy-mezczyzn-oraz-kobiety-do-pracy-na-produkcji-CID4-ID12k2i4.html,Zatrudnimy MĘŻCZYZN oraz Kobiety do pracy na produkcji,,28 - 35 zł / godz. brutto,Wieruszów,Pełny etat,Umowa o pracę,2025-10-11 22:48:02,W związku z dynamicznym rozwojem Działu Produkcyjnego zatrudnimy MĘŻCZYZN oraz Kobiety na stanowisko : PRACA NA STOLARNI (mężczyźni) PAKOWANIE (mężczyźni) SZYKOWANIE LUSTER KLEJENIE LAMELI SZYKOWANIE STYROPIANÓW ODBIERANIE ELEMENTÓW Z MASZYN Gwarantujemy: -wysokie wynagrodzenie -praca na jedną zmianę w miłej atmosferze -umowa na pełny etat -pracę od zaraz w mocno rozwijającej się firmie o ugruntowanej pozycji na rynku Zapewniamy atrakcyjne warunki zatrudnienia i stałą możliwość rozwoju zawodowego. Miejsce pracy TRZEBIEŃ Wszystkich zainteresowanych zapraszamy do kontaktu telefonicznego.
kierownik-zmiany-popeyes-krakow-CID4-ID17LDxD,https://www.olx.pl/oferta/praca/kierownik-zmiany-popeyes-krakow-CID4-ID17LDxD.html,Kierownik Zmiany Popeyes - Kraków,,5 200 - 5 600 zł / mies. brutto,"Kraków, Stare Miasto",Pełny etat,"Umowa o pracę, Umowa zlecenie",2025-10-11 22:48:03,"Historia Popeyesa rozpoczęła się 51 lat temu w Nowym Orleanie w Luizjanie. To co zaczęło się jako jedna mała restauracja z marzeniem o stworzeniu najlepszego smażonego kurczaka na świecie, jest teraz szaleństwem, które ogarnęło świat! Szukamy osób, którzy chcą mieć udział w uczynieniu Popeyes najbardziej lubianą marką kurczaków w Polsce - czy to będziesz Ty? Przekonaj się sam i zaaplikuj na stanowisko: Kierownik Zmiany Popeyes - Kraków Czym będziesz się zajmować? • Prowadzeniem zmian zgodnie z obowiązującymi standardami jakości i obsługi Klienta, • Kierowaniem pracy Zespołu - będziesz odpowiedzialny za rozwój i motywację pracowników oraz za zapewnienie wyjątkowej atmosfery pracy, • Dbaniem o dostępność wszystkich produktów potrzebnych do przygotowania pysznego posiłku dla naszych Gości, • Dbaniem o czystość w restauracji, • Wsparciem pracowników w wykonywaniu codziennych obowiązków, • Czasami również obsługą kasy i przygotowywaniem posiłków. Jakie są nasze wymagania? • Musisz znać i uwielbiać branżę QSR - warunek konieczny, • Komunikatywna znajomość języka angielskiego, • Zaangażowanie w życie restauracji i wychodzenie z inicjatywami, • Entuzjazm, energia i uśmiech na co dzień, • Pozytywne nastawienie do realizacji zadań i celów sprzedażowych, • Chęć rozwoju, nauki i motywacja do działania, • Doświadczenie w obsłudze Klienta, Gościa, • Doświadczenie w branży gastronomicznej będzie dodatkowym atutem, • Doświadczenie w zarządzaniu Zespołem lub prowadzaniu samodzielnych projektów będzie dodatkowym atutem, Co zyskasz, jeśli dołączysz do naszego zespołu: • Stabilne zatrudnienie: umowa zlecenie lub umowa o pracę, • Elastyczne godziny pracy, • Dostęp do atrakcyjnej oferty na karnet sportowy, • Prywatną opiekę medyczną na preferencyjnych warunkach, • Możliwość udziału w konkursach i zdobycie dodatkowych premii., • Możliwość dalszego rozwoju. Miejsce pracy: Kraków"
dodatkowa-praca-wulkanizacja-reczna-automyjnia-CID4-ID17J1cW,https://www.olx.pl/oferta/praca/dodatkowa-praca-wulkanizacja-reczna-automyjnia-CID4-ID17J1cW.html,Dodatkowa praca wulkanizacja ręczna automyjnia,,,Lublin,Praca dodatkowa,"Umowa o dzieło, Umowa o pracę, Praktyka / staż, Samozatrudnienie, Umowa zlecenie",2025-10-11 22:48:03,"Szukasz dodatkowej pracy? Dołącz do nas! Masz już etat, ale chcesz dorobić w wolnym czasie? Zapraszamy do naszego zespołu w Lublinie (CH Leclerc, ul. Zana 19) lub Scuderia Cars ul. ANNY WALENTYNOWICZ 3 – oferujemy możliwość pracy dodatkowej w: ręcznej myjni samochodowej, wulkanizacji, warsztacie samochodowym. Nie wymagamy dużego doświadczenia – liczą się chęci, dokładność i pozytywne nastawienie. Resztę pokażemy Ci na miejscu! Oferujemy: elastyczny grafik – dopasujemy godziny do Twojej głównej pracy, przyjazną, spokojną atmosferę, uczciwe wynagrodzenie wypłacane zawsze na czas , możliwość rozwoju i nauki nowych umiejętności, stabilne miejsce pracy oparte na szacunku i zaufaniu. Nasza idea współpracy: My dbamy o Ciebie – o dobrą atmosferę, uczciwe zasady i wynagrodzenie. Ty dbasz o klienta – o jakość, dokładność i profesjonalną obsługę. Jeśli jesteś osobą odpowiedzialną, która szuka dodatkowego źródła dochodu i chce pracować tam, gdzie liczy się człowiek – zapraszamy do kontaktu! Lokalizacja: Lublin, CH Leclerc, ul. Zana 19 , Scuderia Cars, ul. ANNY WALENTYNOWICZ 3 Zadzwoń lub napisz – wspólnie dopasujemy grafik do Twoich możliwości."
trn-przedstawiciel-handlowy-CID4-ID17CYYS,https://www.olx.pl/oferta/praca/trn-przedstawiciel-handlowy-CID4-ID17CYYS.html,(TRN) Przedstawiciel Handlowy,,7 000 - 20 000 zł / mies. brutto,Tarnów,Pełny etat,Samozatrudnienie,2025-10-11 22:48:02,"Synergy Sp. z o.o. - bezpośredni partner Orange Polska - prowadzi rekrutację na stanowisko: Przedstawiciel Handlowy Twój zakres obowiązków: pozyskiwanie nowych klientów Orange (usługi FTTH dostępu do światłowodu), zawieranie umów o świadczenie usług telekomunikacyjnych, opieka nad obecnymi klientami Orange, w tym obsługa posprzedażowa, doradztwo w zakresie rozwiązań telekomunikacyjnych dla klientów indywidualnych oraz b2b. Nasze wymagania: mile widziane doświadczenie w pracy w grupie Orange Polska - ułatwieniem będzie doświadczenie w pracy jako Konsultant w Salonie Sprzedaży lub Konsultant na Infolinii/TLS lub doświadczenie w pracy i innych operatorów telekomunikacyjnych, doświadczenie w sprzedaży - ułatwieniem będzie doświadczenie w sprzedaży usług telekomunikacyjnych, energii w telesprzedaży lub telemarketingu oraz D2D, zainteresowanie nowymi technologiami, osoby szybko uczące się, osoby lubiące relacje z klientem zarówno osobiste, jak i telefoniczne, sumienność i dokładność, prawo jazdy kategorii B, własny samochód oraz gotowość do mobilności w zakresie przyznanego do opieki terenu, posiadanie zarejestrowanej działalności gospodarczej lub gotowość do jej założenia. Oferujemy: oferujemy atrakcyjny system wynagrodzeń, który pozwala zbudować wysokie wynagrodzenie miesięczne - wynagrodzenie prowizyjne, przez pierwszy okres współpracy ""pas startowy"" w postaci podstawy+prowizja, najwyższe prowizje w branży, elastyczną formę współpracy - kontrakt b2b, jasną ścieżkę kariery, elastyczność i swobodę działania, cykl szkoleń produktowo – ofertowych, uczestniczenie w rozwoju firmy, gdzie Twoja opinia jest dla nas bardzo ważna. Mile widziani również Managerowie oraz Liderzy z własnymi grupami sprzedażowymi - możliwość współpracy w oparciu o model agencyjny."
hydraulik-niemcy-18-000-pln-na-umowe-oplacone-zakwaterowanie1os-CID4-ID17ML8o,https://www.olx.pl/oferta/praca/hydraulik-niemcy-18-000-pln-na-umowe-oplacone-zakwaterowanie1os-CID4-ID17ML8o.html,"Hydraulik, NIEMCY 18.000 PLN (na umowe)! Oplacone zakwaterowanie(1os)",,15 000 - 18 500 zł / mies. brutto,Radom,Pełny etat,Umowa o pracę,2025-10-11 22:48:03,"Opis Firma Philipp Personal Concept GmbH: ""People First"" Dołącz do nas i buduj przyszłość razem z nami! Jesteśmy firmą, która łączy pasję do codziennych zadań z nieustającą chęcią doskonalenia się. To Ty napędzasz nasze działania! Dołącz do nas i odkryj, jak wyjątkowe mogą być Twoje możliwości zawodowe. Dla nas pracownik to najcenniejszy element firmy. Co nas wyróżnia? 1. Atrakcyjne warunki: Ponadbranżowe stawki oraz zakwaterowanie w komfortowych, jednoosobowych pokojach na nasz koszt. 2. Świadczenia społeczne ponad średnią branżową: Dbamy o Twoje bezpieczeństwo i przyszłość. 3. Szybka i celowa reakcja: Działamy błyskawicznie, aby zapewnić naszym pracownikom najlepsze warunki. 4. Firmowy fundusz emerytalny: Zabezpieczamy przyszłość Twoją i Twojej rodziny. 5. Indywidualne podejście: Twoje potrzeby są naszym priorytetem. Wyjątkowi pracownicy zasługują na wyjątkową uwagę. Twoje obowiązki: - budowa kompletnych centrów grzewczych zgodnie ze specyfikacjami klienta - instalacja systemów grzewczych (centralne ogrzewanie, systemy centralnego ogrzewania, ogrzewanie podłogowe, instalacja grzejników itp.) - układanie spadów i pionów oraz budowa stacji dystrybucyjnych - montaż i instalacja zbiorników wyrównawczych, systemów buforowych itp. - instalacja systemów zasilania gazem (jesli pozwolenie) i wodą - układanie drenażu HT, SML - instalacja rejestrów przedściennych (Geberit) - surowe instalacje łaźni i toalet zgodnie z rysunkiem / życzeniem klienta - odrożenie próbki szczelności - biały montaż Czego oczekujemy: - Wykształcenie hydrauliczne lub pokrewne - Doświadczenie w pracach instalacyjno-monterskich - Odpowiedzialność i dyspozycyjność - Mile widziane uprawnienia SEP - Zaangażowanie w wykonywaną pracę - Znajomość języka niemieckiego na poziomie komunikatywnym (idealnie dobrym) - Mile widziane prawo jazdy kat. B - Chęć do podróżowania (delegacje) Co oferujemy: - Niemiecka umowa o pracę według planu taryfowego GVP - Dostęp do niemieckich świadczeń - Atrakcyjna stawka: od 100 zł do 150 zł za godzinę - Zwrot kosztów za kwaterę oraz zapewnienie mieszkania (zwracamy za wszystkie przepracowane dni robocze) - Pełne wyposażenie robocze na nasz koszt: buty, kurtka, spodnie - Cotygodniowe zaliczki możliwe już w pierwszym tygodniu - Zwrot kosztów podróży przy rozpoczęciu i zakończeniu budowy - Płatne nadgodziny oraz dodatki świąteczne i urlopowe (po okresie próbnym), 100% płatne dni świąteczne - Możliwość rozwoju zawodowego - 25 dni urlopu - Pomoc w załatwieniu klasy podatkowej w Niemczech - Wsparcie polskojęzycznego koordynatora (także w weekendy w nagłych wypadkach) - Konto tymczasowe (Zeitkonto) naliczane do 150 nadgodzin - Dodatkowe zakładowe ubezpieczenie zdrowotne opłacane przez pracodawcę – 600 € rocznie do wykorzystania Dodatkowe informacje: Biuro główne znajduje się w Koblencji. Kontakt: - Telefon: +49 (0) 261-8896230-0 Rozmawiamy po Polsku :) - Fax: +49 (0) 261-8896230-1 Jeżeli widzisz siebie w naszym zespole, szukasz powrotu do pracy lub chcesz być doceniany tak, jak na to zasługujesz, skontaktuj się z nami! Zapytania są możliwe w każdej chwili telefonicznie."
krakow-praca-z-klientem-bez-doswiadczenia-szkolimy-od-podstaw-CID4-ID1717PW,https://www.olx.pl/oferta/praca/krakow-praca-z-klientem-bez-doswiadczenia-szkolimy-od-podstaw-CID4-ID1717PW.html,Kraków - Praca z klientem bez doświadczenia - szkolimy od podstaw!,,5 800 - 9 800 zł / mies. brutto,"Kraków, Czyżyny",Pełny etat,Umowa zlecenie,2025-10-11 22:48:23,"EasyEko – Rozwijamy się. Rekrutujemy. Masz gadane? Nie boisz się rozmów przez telefon i chcesz zdobyć doświadczenie? Dobrze trafiłeś, wszystkiego Cię nauczymy. Kogo szukamy? Ludzi, którzy wiedzą, że sukces zależy od ich zaangażowania. Osób otwartych, rozmownych i samodzielnych. Osób dostępnych do pracy od poniedziałku do piątku w godzinach 8-16. Nie musisz mieć doświadczenia – wszystkiego Cię nauczymy. Liczą się chęci i charakter. Co dajemy w zamian? Pewną podstawę + realną prowizję, Szkolenie i wsparcie – krok po kroku wprowadzimy Cię w temat. Realne możliwości awansu – działasz dobrze = idziesz w górę. Możliwość przejścia na umowę o pracę przy długofalowej współpracy. Benefity – karta sportowa, dodatkowe konkursy z nagrodami gotówkowymi lub rzeczowymi, nowoczesne biuro i ekipa, z którą po prostu chce się pracować. Co będziesz robić? Pozyskiwać leady dla działu handlowego pod nasze rozwiązania OZE. Wykonywać połączenia telefoniczne do klientów z gotowej bazy. Dlaczego warto z nami? Bo szanujemy Twój czas i Twoją pracę. Bo zarobki zależą od efektów, nie od stażu. Bo u nas zespół to nie pusty slogan. Wspieramy się, uczymy od siebie i celebrujemy sukcesy razem. Nie musisz mieć super CV. Wystarczy, że masz charakter i chcesz działać. Wysłanie CV i rozmowa z nami nic Cię nie kosztuje a możesz wiele zyskać."
kompletacja-zamowien-praca-stala-lub-dorywcza-CID4-ID17Iboy,https://www.olx.pl/oferta/praca/kompletacja-zamowien-praca-stala-lub-dorywcza-CID4-ID17Iboy.html,Kompletacja zamówień (praca stała lub dorywcza),,32 - 33 zł / godz. brutto,Wilcza Góra,Niepełny etat,Umowa zlecenie,2025-10-11 22:48:23,"Agencja Pracy Tymczasowej BeFlexi Sp. z o.o., wpisana do rejestru podmiotów prowadzących agencje zatrudnienia pod numerem 28050, poszukuje pracowników na stanowisko: Pracownik magazynu – kompletacja zamówień (praca stała lub dorywcza) Miejsce pracy: Wilcza Góra (ul. Żwirowa) Dni pracy: poniedziałek-piątek lub weekendy Co będzie należało do Twoich obowiązków? Kompletowanie i pakowanie zamówień (artykuły spożywcze), Obsługa skanera, Przygotowanie zamówień do dostawy, Prace magazynowe. Co oferujemy? Umowę zlecenie (oferta pracy tymczasowej), Zmiany do wyboru: 6:00-16:00 lub 20:00-6:00 Elastyczny grafik: możliwość wyboru dni pracy Praca stała ok 40h tygodniowo lub dorywcza 20h tygodniowo WYPŁATA TERAZ - dostęp do części wypracowanego wynagrodzenia w czasie rzeczywistym, już od pierwszej godziny pracy PREMIA frekwencyjna Szybkie podpisanie umowy online bez wychodzenia z domu Zarządzanie grafikiem w aplikacji pracowniczej Program ""Poleć znajomemu"" - Polecaj pracę znajomym i zyskaj dodatkowe wynagrodzenie Dostęp do karty sportowej Medicover Sport! Nasze wymagania: Aktualne orzeczenie do celów sanitarno-epidemiologicznych lub gotowość do wyrobienia, Dokładność i sumienność, Praca również dla osób bez doświadczenia."
praca-konsultant-ka-w-sklepie-firmowym-t-mobile-w-kwidzynie-CID4-ID13hJxn,https://www.olx.pl/oferta/praca/praca-konsultant-ka-w-sklepie-firmowym-t-mobile-w-kwidzynie-CID4-ID13hJxn.html,Praca - Konsultant/-ka w Sklepie Firmowym T-Mobile w Kwidzynie,,,Kwidzyn,Pełny etat,Umowa o pracę,2025-10-11 22:48:23,"Lokalizacja: ​Kwidzyn (CH Liwa) Forma zatrudnienia: umowa o pracę Forma wynagrodzenia: podstawa + prowizja​ Tryb pracy: praca zmianowa, praca poniedziałek - sobota/niedziela (handlowa) W REALIZACJI ZADAŃ POMOŻE CI: Zorientowanie na potrzeby klienta i umiejętność budowania relacji Nieprzeciętny potencjał handlowy poparty doświadczeniem i sukcesami w sprzedaży produktów i/lub usług Umiejętność współpracy w zespole, dużo energii i wychodzenie z inicjatywą Silne zorientowanie na realizację wyniku i pragnienie osiągania sukcesów Pewność siebie i elastyczność w myśleniu Dobra znajomość pakietu MS Office ZADANIA, KTÓRE NA CIEBIE CZEKAJĄ: 70% bieżąca obsługa klienta i obowiązki salonowe, 30% kontakt telefoniczny z klientami Profesjonalna obsługa Klientów T- Mobile Sprzedaż pełnej gamy produktów i usług świadczonych przez T-Mobile z wykorzystaniem dostępnych kanałów sprzedaży Realizacja indywidualnych i zespołowych celów sprzedażowych, jakościowych i ilościowych Budowanie przewagi rynkowej poprzez posprzedażową obsługę abonentów Sieci T-Mobile OFERUJEMY: ​ Wszyscy odpowiadamy za sprzedaż i profesjonalną obsługę naszych klientów. - Szkolenia autoryzacyjne – otrzymasz pełne wdrożenie i wsparcie od zespołu - Brak narzuconych skryptów rozmów – pracujemy z naszymi klientami na relacjach! - Poza tym możesz u nas liczyć na między innymi dostęp do naszych produktów i usług na preferencyjnych warunkach, możliwość udziału w różnych konkursach sprzedażowych! - Znam Talent – szkolenia lub pieniądze za polecenie znajomych do pracy oraz benefity, o których przeczytasz poniżej! JAK WYGLĄDA PROCES REKRUTACJI: - Wyślij CV! Zapoznamy się z doświadczeniem oraz oczekiwaniami wszystkich kandydatów, a następnie skontaktujemy się z osobami, które najlepiej odnajdą się w naszym zespole. - Pierwszym etapem naszej rekrutacji jest udział w zadaniu rekrutacyjnym online. Link otrzymasz od nas w wiadomości e-mail. Po wykonaniu zadań otrzymasz raport dot. Twoich kompetencji. - Na podstawie wyników zaprosimy wybrane osoby na spotkanie - to idealny moment aby zweryfikować wzajemne oczekiwania i poznać się. Spotkanie odbędzie się w formie stacjonarnej. - Udało się? Po procesie rekrutacji otrzymasz od nas telefon z zaproszeniem do współpracy, a także zaproszenie do naszej platformy onboardingowej. - Witaj w T-Mobile!"
spawacz-mig-mag-pomocnik-spawacza-slusarza-lesniow-wielki-CID4-IDONfCs,https://www.olx.pl/oferta/praca/spawacz-mig-mag-pomocnik-spawacza-slusarza-lesniow-wielki-CID4-IDONfCs.html,Spawacz MIG/MAG - Pomocnik Spawacza - Ślusarza (Leśniów Wielki),,6 000 - 9 500 zł / mies. brutto,Zielona Góra,Pełny etat,"Umowa o pracę, Umowa zlecenie",2025-10-11 22:48:23,"DK-Container jest kluczowym podwykonawcą dla renomowanej firmy Niemieckiej zajmującej się sprzedażą kontenerów mieszkalnych oraz biurowych w całym kraju. Produkujemy kontenery mieszkalne i biurowe od podstaw poprzez spawanie stalowych ram, lakierowanie, podłączenie instalacji elektrycznej, hydraulicznej oraz wykończenie mieszkalne wybrane przez klienta. Najważniejszymi punktami naszej firmy jest jakość wykonania produktu, terminowość oraz ciągłe udoskonalanie procesu produkcyjnego. Dzięki naszej filozofii i doświadczonym pracownikom którzy pomagają nieustannie podnosić jakość pracy, w któtkim czasie byliśmy w stanie dynamicznie i skutecznie rozwinąć firmę. Obecnie poszukujemy pracowników na stanowisko spawacz/ślusarz. Miejscowość: Leśniów Wielki Zakres obowiązków: spawanie konstrukcji stalowych metodą MIG/MAG wykonywanie wszelkich prac ślusarskich (gwintowanie, szlifowanie, wiercenie, gięcie) kontrola jakości Nasze wymagania: umiejętność czytania rysunku technicznego aktualny certyfikat spawacza doświadczenie w pracach spawalniczo - ślusarskich samodzielność i pracowitość Oferujemy: umowę o pracę niezbędne narzędzia pracy możliwość szkoleń rozwijających praca jednozmianowa Zainteresowane osoby prosimy o przesłanie swojego CV za pośrednictwem OLX lub drogą mailową. W swojej aplikacji proszę umieścić klauzulę: „Wyrażam zgodę na przetwarzanie moich danych osobowych w celu obecnych i przyszłych procesów rekrutacji zgodnie z art. 6 ust. 1 lit. a Rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (ogólne rozporządzenie o ochronie danych)”."
konsultant-ka-w-sklepie-t-mobile-w-starogard-gdanski-ch-carrefour-CID4-IDYBQBa,https://www.olx.pl/oferta/praca/konsultant-ka-w-sklepie-t-mobile-w-starogard-gdanski-ch-carrefour-CID4-IDYBQBa.html,Konsultant/-ka w Sklepie T-Mobile w Starogard Gdański (CH Carrefour),,4 700 - 6 500 zł / mies. brutto,Starogard Gdański,Niepełny etat,Umowa o pracę,2025-10-11 22:48:23,"Dołącz do naszego zespołu konsultantów T-Mobile w ANA Sp. z o.o. - Autoryzowany Agent T-Mobile. Opis Lokalizacja: Starogard Gdański (CH Carrefour) Forma zatrudnienia: umowa o pracę 1/2 etatu, docelowo 1 etat, Forma wynagrodzenia: podstawa + prowizja​ Tryb pracy: praca poniedziałek - sobota/niedziela (handlowa) W REALIZACJI ZADAŃ POMOŻE CI: Zorientowanie na potrzeby klienta i umiejętność budowania relacji Nieprzeciętny potencjał handlowy Umiejętność współpracy w zespole, dużo energii i wychodzenie z inicjatywą Silne zorientowanie na realizację wyniku Pewność siebie i elastyczność w myśleniu Dobra znajomość pakietu MS Office ZADANIA, KTÓRE NA CIEBIE CZEKAJĄ: 70% bieżąca obsługa klienta i obowiązki salonowe, 30% kontakt telefoniczny z klientami Profesjonalna obsługa Klientów T- Mobile Sprzedaż pełnej gamy produktów i usług świadczonych przez T-Mobile z wykorzystaniem dostępnych kanałów sprzedaży Realizacja indywidualnych celów sprzedażowych, jakościowych i ilościowych Budowanie przewagi rynkowej poprzez posprzedażową obsługę abonentów Sieci T-Mobile OFERUJEMY: - Szkolenia autoryzacyjne – otrzymasz pełne wdrożenie i wsparcie od zespołu - Brak narzuconych skryptów rozmów – pracujemy z naszymi klientami na relacjach! - Poza tym możesz u nas liczyć na między innymi dostęp do naszych produktów i usług na preferencyjnych warunkach, możliwość udziału w różnych konkursach sprzedażowych!"
