id,url,title,company,salary,location,work_time,contract_type,scraped_at,description
5417402256,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417402256,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:43:53,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417402253,https://www.gumtree.com/p/sales-customer-service-jobs/-flexible-sales-role-daily-cash-pay-start-immediately/5417402253,Flexible Sales Role – Daily Cash Pay – Start Immediately,Urban Workaholics Ltd,£10-25 per hour with no cap on your income? We offer daily cash payments,"Kinross, Perth and Kinross",Part Time,Cash in Hand,2025-12-24 00:43:53,"Flexible Sales Role – Daily Cash Pay – Start Immediately Job Type: Zero-Hour Contract Pay: Commission-Based (Cash in Hand, Paid Daily) Start Date: Immediate – Quick Call to Begin We are offering a guaranteed opportunity for individuals who are ready to work, want to start immediately, and are motivated to earn. If you're confident, outgoing, and enjoy speaking to people, this is a fantastic role to generate fast, flexible income. What We Offer: Cash paid daily – no waiting for payday Uncapped commission – the more you sell, the more you earn Work on your own schedule – total flexibility Guaranteed work – if you want to work, there’s a role for you No experience needed – full guidance provided This is an ideal opportunity for: Students on summer break Jobseekers in between roles Creatives and freelancers Anyone looking for immediate, flexible income If you’re a good communicator with a positive attitude, this role gives you the freedom to earn as much as you want, when you want. Call today – start working and earning straight away."
5417402260,https://www.gumtree.com/p/retail-jobs/london-campaign-cash-in-hand-daily-payment-must-be-able-to-travel-must-speak-english/5417402260,London Campaign - Cash in Hand- Daily Payment - Must be able to travel - Must speak English,URBAN WORKAHOLICS,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:43:56,"We are now recruiting for an immediate start. Call now or text 07514643659 the word "" UPMINSTER "" for a quick response from our HR department. Job Title: Campaign Ambassador Location: London, UK Employment Type: Temporary, Full/Part time, Cash in Hand Daily Payment Job Description: Are you looking for an exciting and flexible opportunity to earn cash daily while immersing yourself in a thrilling new campaign in the heart of London? We have the perfect role for you as a Campaign Ambassador! Join our team and be part of something truly exceptional. Responsibilities: Campaign Engagement: As a Campaign Ambassador, you will be at the forefront of an exhilarating marketing campaign. You'll engage with the public, promote the campaign's message, and generate buzz and excitement in and around London. Product Knowledge: Master the campaign's details and key selling points. You will be the go-to source of information, answering questions and creating genuine interest. Street Team Activities: Join a dynamic team of like-minded individuals, and together, you'll execute various street-level activities such as handing out flyers, promotional materials, and merchandise, as well as encouraging participation and interaction and generating donations. Data Collection: Collect valuable data and feedback from the public to gauge campaign effectiveness. This data will play a crucial role in shaping the campaign's direction for the marketing director. Cash in Hand Daily Payment: Enjoy the flexibility of receiving daily cash payments for your work, making this opportunity an excellent choice for those looking for immediate financial rewards. Qualifications: Enthusiasm: A positive and outgoing attitude is a must. We're looking for individuals who can spread excitement and energy wherever they go. Effective Communication: Strong communication skills are vital, as you'll be interacting with a diverse range of people. Being approachable and persuasive is a plus. Reliability: Punctuality and commitment to your shifts are crucial to the success of the campaign. Self-Motivated: While you'll be part of a team, the ability to work independently and proactively is a valuable trait. Basic Knowledge of London: Familiarity with London's streets and hotspots is beneficial, but not a strict requirement. Benefits: Daily Cash Payments: Get paid for your work immediately after your shift ends. Flexibility: Choose your shifts to fit your schedule and lifestyle. Exciting Environment: Be part of a high-energy campaign that promises new experiences every day. Networking: Connect with like-minded individuals and potentially open doors to future opportunities. Invaluable Experience: Develop communication and sales skills while having a great time on the job. If you're ready to embrace an exciting and flexible temporary opportunity, this Campaign Ambassador role in London is perfect for you. Join us in making a difference and having fun while earning cash daily! Apply today and become a part of something truly extraordinary. FOR QUICK RESPONSE CALL/WHATSAPP OR TEXT "" UPMINSTER"" TO 07514643659 AND OUR RECRUITMENT TEAM WILL CONTACT YOU."
5417402261,https://www.gumtree.com/p/sales-customer-service-jobs/cash-in-hand-daily-pay-full-part-time-must-be-able-to-travel-good-communication-needed/5417402261,CASH IN HAND DAILY PAY - FULL/PART TIME - MUST BE ABLE TO TRAVEL - GOOD COMMUNICATION NEEDED,URBAN WORKAHOLICS LTD,,"Kinross, Perth and Kinross",Part Time,Cash in Hand,2025-12-24 00:43:56,"NO CV REQUIRED JUST CALL OR TEXT THE WORD "" POWER "" to 07915 002 334 WE PAY CASH ON THE DAY - GET PAID DAILY IN CASH FULL OR PART TIME - WEEKENDS No Experience is necessary as we provide full product/service coaching, although we do welcome candidates with previous experience in Fundraising, Sales, Customer Service, Advertising, Promotions, Retail, Call Centre, Hospitality or Marketing. Currently our business is booming in 2023, Winter is here ; so we are now hiring talented well-spoken individuals, who can represent our company ethos. The role is to promote our new client raising awareness of the activities they do. You must be able to start immediately; either Full Time or Part Time, Week Days or Weekends. This is a field-based vacancy. We hold events daily, weekly and monthly and are currently looking to hire immediately. Please text the word "" POWER "" for fast response to 07915 002 334 We are located in the heart of London, an established company with high reputation and recognition for the services we provide to our clients. We would love for you to join our team at our new Branch CALL or TEXT NOW the words "" POWER "" 07915 002 334 - FOR THE OPPORTUNITY TO START YOUR CAREER NOW! Mobile/Whatsapp: 07915 002 334 ALL CANDIDATES MUST 16 AND OVER AND LIVE IN THE UK - LONDON AREA AND MUST BE ABLE TO COMMUTE TO OUR LONDON OFFICE DAILY! Please note that all openings are based in the field with income purely based on performance, the harder you work the greater your rewards, which includes face to face customer service and promotional work. There are also business development opportunities for the more ambitious, who consistently achieve high quality results. This is a great opportunity for high earners who are comfortable in their abilities; who love to interact and talk to people. NO CV required just call or text the word "" POWER "" to 07915 002 334 so that our Recruitment Team can get in touch with you as soon as possible!"
5417402262,https://www.gumtree.com/p/retail-jobs/start-now-cash-in-hand-paid-daily-cash-must-have-good-english-and-enjoy-working-in-team/5417402262,START NOW *CASH IN HAND >>PAID DAILY CASH<< Must have good English - and enjoy working in team,URBAN WORKAHOLICS LTD,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:43:56,"Cash in Hand- Daily Payment - Must be able to travel - Must speak English We are now recruiting for an immediate start. Call now or text 07365 995 075 the word "" SEVEN SISTERS "" for a quick response from our HR department. Job Title: Campaign Ambassador Location: London, UK Employment Type: Temporary, Xmas Temp, Full/Part time, Cash in Hand Daily Payment Job Description: Are you looking for an exciting and flexible opportunity to earn cash daily while immersing yourself in a thrilling new campaign in the heart of London? We have the perfect role for you as a Campaign Ambassador! Join our team and be part of something truly exceptional. Benefits: Daily Cash Payments: Get paid for your work immediately after your shift ends. Flexibility: Choose your shifts to fit your schedule and lifestyle. Exciting Environment: Be part of a high-energy campaign that promises new experiences every day. Networking: Connect with like-minded individuals and potentially open doors to future opportunities. Invaluable Experience: Develop communication and sales skills while having a great time on the job. Responsibilities: Campaign Engagement: As a Campaign Ambassador, you will be at the forefront of an exhilarating marketing campaign. You'll engage with the public, promote the campaign's message, and generate buzz and excitement in and around London. Product Knowledge: Master the campaign's details and key selling points. You will be the go-to source of information, answering questions and creating genuine interest. Street Team Activities: Join a dynamic team of like-minded individuals, and together, you'll execute various street-level activities such as handing out flyers, promotional materials, and merchandise, as well as encouraging participation and interaction and generating donations. Data Collection: Collect valuable data and feedback from the public to gauge campaign effectiveness. This data will play a crucial role in shaping the campaign's direction for the marketing director. Cash in Hand Daily Payment: Enjoy the flexibility of receiving daily cash payments for your work, making this opportunity an excellent choice for those looking for immediate financial rewards. Qualifications: Enthusiasm: A positive and outgoing attitude is a must. We're looking for individuals who can spread excitement and energy wherever they go. Effective Communication: Strong communication skills are vital, as you'll be interacting with a diverse range of people. Being approachable and persuasive is a plus. Reliability: Punctuality and commitment to your shifts are crucial to the success of the campaign. Self-Motivated: While you'll be part of a team, the ability to work independently and proactively is a valuable trait. Basic Knowledge of London: Familiarity with London's streets and hotspots is beneficial, but not a strict requirement. If you're ready to embrace an exciting and flexible temporary opportunity, this Campaign Ambassador role in London is perfect for you. Join us in making a difference and having fun while earning cash daily! Apply today and become a part of something truly extraordinary. FOR QUICK RESPONSE CALL OR TEXT "" SEVEN SISTERS "" TO 07365 995 075 AND OUR RECRUITMENT TEAM WILL CONTACT YOU."
5417402263,https://www.gumtree.com/p/retail-jobs/london-campaign-cash-in-hand-daily-payment-must-be-able-to-travel-must-speak-english/5417402263,London Campaign - Cash in Hand- Daily Payment - Must be able to travel - Must speak English,URBAN WORKAHOLICS,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:43:58,"We are now recruiting for an immediate start. Call now or text 07915 001 574 the word "" CLAPHAM "" for a quick response from our HR department. Job Title: Campaign Ambassador Location: London, UK Employment Type: Temporary, Full/Part time, Cash in Hand Daily Payment Job Description: Are you looking for an exciting and flexible opportunity to earn cash daily while immersing yourself in a thrilling new campaign in the heart of London? We have the perfect role for you as a Campaign Ambassador! Join our team and be part of something truly exceptional. Responsibilities: Campaign Engagement: As a Campaign Ambassador, you will be at the forefront of an exhilarating marketing campaign. You'll engage with the public, promote the campaign's message, and generate buzz and excitement in and around London. Product Knowledge: Master the campaign's details and key selling points. You will be the go-to source of information, answering questions and creating genuine interest. Street Team Activities: Join a dynamic team of like-minded individuals, and together, you'll execute various street-level activities such as handing out flyers, promotional materials, and merchandise, as well as encouraging participation and interaction and generating donations. Data Collection: Collect valuable data and feedback from the public to gauge campaign effectiveness. This data will play a crucial role in shaping the campaign's direction for the marketing director. Cash in Hand Daily Payment: Enjoy the flexibility of receiving daily cash payments for your work, making this opportunity an excellent choice for those looking for immediate financial rewards. Qualifications: Enthusiasm: A positive and outgoing attitude is a must. We're looking for individuals who can spread excitement and energy wherever they go. Effective Communication: Strong communication skills are vital, as you'll be interacting with a diverse range of people. Being approachable and persuasive is a plus. Reliability: Punctuality and commitment to your shifts are crucial to the success of the campaign. Self-Motivated: While you'll be part of a team, the ability to work independently and proactively is a valuable trait. Basic Knowledge of London: Familiarity with London's streets and hotspots is beneficial, but not a strict requirement. Benefits: Daily Cash Payments: Get paid for your work immediately after your shift ends. Flexibility: Choose your shifts to fit your schedule and lifestyle. Exciting Environment: Be part of a high-energy campaign that promises new experiences every day. Networking: Connect with like-minded individuals and potentially open doors to future opportunities. Invaluable Experience: Develop communication and sales skills while having a great time on the job. If you're ready to embrace an exciting and flexible temporary opportunity, this Campaign Ambassador role in London is perfect for you. Join us in making a difference and having fun while earning cash daily! Apply today and become a part of something truly extraordinary. FOR QUICK RESPONSE CALL/WHATSAPP OR TEXT "" CLAPHAM "" TO 07915 001 574 AND OUR RECRUITMENT TEAM WILL CONTACT YOU."
5417402264,https://www.gumtree.com/p/retail-jobs/start-now-cash-in-hand-paid-daily-cash-must-have-good-english-and-enjoy-working-in-team/5417402264,START NOW *CASH IN HAND >>PAID DAILY CASH<< Must have good English - and enjoy working in team,URBAN WORKAHOLICS LTD,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:43:58,"Cash in Hand- Daily Payment - Must be able to travel - Must speak English We are now recruiting for an immediate start. Call now or text 07475 068 445 the word "" FINCHLEY "" for a quick response from our HR department. Job Title: Campaign Ambassador Location: London, UK Employment Type: Temporary, Xmas Temp, Full/Part time, Cash in Hand Daily Payment Job Description: Are you looking for an exciting and flexible opportunity to earn cash daily while immersing yourself in a thrilling new campaign in the heart of London? We have the perfect role for you as a Campaign Ambassador! Join our team and be part of something truly exceptional. Benefits: Daily Cash Payments: Get paid for your work immediately after your shift ends. Flexibility: Choose your shifts to fit your schedule and lifestyle. Exciting Environment: Be part of a high-energy campaign that promises new experiences every day. Networking: Connect with like-minded individuals and potentially open doors to future opportunities. Invaluable Experience: Develop communication and sales skills while having a great time on the job. Responsibilities: Campaign Engagement: As a Campaign Ambassador, you will be at the forefront of an exhilarating marketing campaign. You'll engage with the public, promote the campaign's message, and generate buzz and excitement in and around London. Product Knowledge: Master the campaign's details and key selling points. You will be the go-to source of information, answering questions and creating genuine interest. Street Team Activities: Join a dynamic team of like-minded individuals, and together, you'll execute various street-level activities such as handing out flyers, promotional materials, and merchandise, as well as encouraging participation and interaction and generating donations. Data Collection: Collect valuable data and feedback from the public to gauge campaign effectiveness. This data will play a crucial role in shaping the campaign's direction for the marketing director. Cash in Hand Daily Payment: Enjoy the flexibility of receiving daily cash payments for your work, making this opportunity an excellent choice for those looking for immediate financial rewards. Qualifications: Enthusiasm: A positive and outgoing attitude is a must. We're looking for individuals who can spread excitement and energy wherever they go. Effective Communication: Strong communication skills are vital, as you'll be interacting with a diverse range of people. Being approachable and persuasive is a plus. Reliability: Punctuality and commitment to your shifts are crucial to the success of the campaign. Self-Motivated: While you'll be part of a team, the ability to work independently and proactively is a valuable trait. Basic Knowledge of London: Familiarity with London's streets and hotspots is beneficial, but not a strict requirement. If you're ready to embrace an exciting and flexible temporary opportunity, this Campaign Ambassador role in London is perfect for you. Join us in making a difference and having fun while earning cash daily! Apply today and become a part of something truly extraordinary. FOR QUICK RESPONSE CALL OR TEXT "" FINCHLEY "" TO 07475 068 445 AND OUR RECRUITMENT TEAM WILL CONTACT YOU."
5417402267,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417402267,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:43:58,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417402268,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417402268,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:44:01,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07915 001 574 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 007915 001 574 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07915 001 574 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417402257,https://www.gumtree.com/p/retail-jobs/london-student-campaign-cash-in-hand-daily-payment-must-be-able-to-travel-must-speak-english/5417402257,London STUDENT Campaign - Cash in Hand- Daily Payment - Must be able to travel - Must speak English,URBAN WORKAHOLICS,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:44:01,"We are now recruiting for an immediate start. Call now or text 07427 748 080 the word "" WESTMINSTER "" for a quick response from our HR department. Job Title: Campaign Ambassador Location: London, UK Employment Type: Temporary, Full/Part time, Cash in Hand Daily Payment Job Description: Are you looking for an exciting and flexible opportunity to earn cash daily while immersing yourself in a thrilling new campaign in the heart of London? We have the perfect role for you as a Campaign Ambassador! Join our team and be part of something truly exceptional. Responsibilities: Campaign Engagement: As a Campaign Ambassador, you will be at the forefront of an exhilarating marketing campaign. You'll engage with the public, promote the campaign's message, and generate buzz and excitement in and around London. Product Knowledge: Master the campaign's details and key selling points. You will be the go-to source of information, answering questions and creating genuine interest. Street Team Activities: Join a dynamic team of like-minded individuals, and together, you'll execute various street-level activities such as handing out flyers, promotional materials, and merchandise, as well as encouraging participation and interaction and generating donations. Data Collection: Collect valuable data and feedback from the public to gauge campaign effectiveness. This data will play a crucial role in shaping the campaign's direction for the marketing director. Cash in Hand Daily Payment: Enjoy the flexibility of receiving daily cash payments for your work, making this opportunity an excellent choice for those looking for immediate financial rewards. Qualifications: Enthusiasm: A positive and outgoing attitude is a must. We're looking for individuals who can spread excitement and energy wherever they go. Effective Communication: Strong communication skills are vital, as you'll be interacting with a diverse range of people. Being approachable and persuasive is a plus. Reliability: Punctuality and commitment to your shifts are crucial to the success of the campaign. Self-Motivated: While you'll be part of a team, the ability to work independently and proactively is a valuable trait. Basic Knowledge of London: Familiarity with London's streets and hotspots is beneficial, but not a strict requirement. Benefits: Daily Cash Payments: Get paid for your work immediately after your shift ends. Flexibility: Choose your shifts to fit your schedule and lifestyle. Exciting Environment: Be part of a high-energy campaign that promises new experiences every day. Networking: Connect with like-minded individuals and potentially open doors to future opportunities. Invaluable Experience: Develop communication and sales skills while having a great time on the job. If you're ready to embrace an exciting and flexible temporary opportunity, this Campaign Ambassador role in London is perfect for you. Join us in making a difference and having fun while earning cash daily! Apply today and become a part of something truly extraordinary. FOR QUICK RESPONSE CALL/WHATSAPP OR TEXT "" WESTMINSTER "" TO 07427 748 080 AND OUR RECRUITMENT TEAM WILL CONTACT YOU."
5417402258,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417402258,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:44:01,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07475 068 445 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07475 068 445 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07475 068 445 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417402259,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417402259,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:44:04,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417402265,https://www.gumtree.com/p/sales-customer-service-jobs/start-today-daily-pay-flexible-hours-cash-in-hand-daily-work-available-every-day/5417402265,START TODAY - DAILY PAY - FLEXIBLE HOURS - CASH in HAND DAILY - WORK AVAILABLE EVERY DAY,CONQUER WORKFORCE UK,50-£120 PER DAY - WITH DAILY CASH PAYMENTS 0N THE DAY - FLEXIBLE HOURS,"Kinross, Perth and Kinross",Part Time,Cash in Hand,2025-12-24 00:44:04,"JOB ROLE: Immediate Start Available - APPLY TODAY - START TOMORROW Full Time - Part Time - Temporary Positions in an exciting field-based role NO LIMIT TO HOW MUCH YOU CAN MAKE. START YOUR YEAR WITH NO LIMIT - BE THE BEST YOU CAN BE !! DAILY PAYMENT IN CASH - ONLY WORK IN LONDON THAT PAYS YOU ON THE DAY !!!! Apply Now – Text “POWER” to 07472748400 About the Role: Join our dynamic team to promote our new client and engage with the public at various events across London. Your role will involve raising awareness, funds and professionally representing our company’s values. What We Offer: Daily Cash Payment Travel Expenses Covered (T&C) Full Training and Equipment Provided Daily Cash Bonuses Available Ideal Candidate: Well-Groomed and Professional: You’ll be representing us publicly; a polished image and strong communication skills are essential. Motivated and Outgoing: Ready to embrace a fast-paced role with significant growth potential. Immediate Availability: Start earning right away with a flexible, rewarding role. Position Details: Location: Based in central London Compensation: £50–£120 per day, based on performance No CV Required: A quick call or text is all it takes to apply. To Apply: Call or Text “POWER” to 07472748400 Our HR Team will respond quickly to discuss your start date. Experience is not necessary, as we provide full training to all new recruits. Previous experience in Sales, Customer Service, Promotions, Retail, Call Centre, Hospitality, or Marketing is advantageous but not required. Apply Now – Text “POWER” to 07472748400"
5417402266,https://www.gumtree.com/p/marketing-jobs/earn-fast-cash-everyday-join-our-fundraising-team-today/5417402266,Earn Fast Cash Everyday! Join Our Fundraising Team Today,PROJECT ORANGE - Supporting the Community,,"West Ealing, London",Part Time,Cash in Hand,2025-12-24 00:44:04,"Job Title: Casual Fundraisers – Unlimited Cash in Hand! Location: London Contract: Zero Hours – Work When YOU Want Earnings: Paid Daily in Cash – No Limits! APPLY TODAY CALL OR TEXT 'ORANGE' to 07915001574 FOR CALL BACK FROM OUR RECRUITMENT TEAM Need Quick Cash? Want Flexible Work? Get Paid to Make a Difference! We know times are tough, and if you’re looking for a way to earn fast, we’ve got you covered. Join our fundraising team, where you can earn as much as you put in, working any day on your terms while making a real difference in your community. What’s in It for You? Daily cash payments – Go home with money in your pocket every day. Work any day – Perfect if you need extra cash but have a busy schedule, you choose your days. No cap on earnings – The harder you work, the more you make. Flexible shifts – Work when it suits you, no strings attached. Full time, part time, or just weekends. Feel-good work – Every pound you raise goes towards a noble cause supporting the community. What Will You Do? Approach people under our banner in busy London areas which we book for you and get people excited about donating to a cause that changes lives. Encourage supporters to go above and beyond by promoting our donation packages. Be the friendly face of a mission that helps the people who need it most. Get people following our social media, showcase what we do! Who We’re Looking For: Motivated individuals who aren’t afraid to work hard for their money. Confidence to talk to anyone and persuade them to donate. Resilience to bounce back from rejection and keep moving forward. A genuine passion for making extra cash while doing something meaningful. Why This Job is Perfect for You: Struggling for cash? This is your chance to earn big on your own terms. Need money on the day? We’ve got full day shifts waiting for you. Flexible work available also, you choose your shift, Early Mornings, Afternoons, or Full day. No previous experience? No CV? No problem – all you need is drive, determination, and a willingness to succeed. We will train you. Whether you're a student, on a tight budget, or just want quick cash in hand, this is the job for YOU. How to Apply: No complicated process – Just Call or Text the word ‘ORANGE’ to 07915001574 and we’ll be in touch ASAP. Your effort, your rules, your money. Don’t wait – start earning this weekend!"
